V3	V5
GRMZM2G160149	Zm00001eb385720
AC218943.3_FG002	Zm00001eb385780
GRMZM2G704251	
GRMZM5G899855	
GRMZM2G114672	Zm00001eb385790
GRMZM2G004128	Zm00001eb385840
GRMZM2G148940	Zm00001eb385850
GRMZM2G148872	Zm00001eb385860
GRMZM2G022275	Zm00001eb385880
GRMZM2G153541	Zm00001eb385900
GRMZM2G158734	Zm00001eb385910
GRMZM2G047564	Zm00001eb385980
GRMZM2G344993	Zm00001eb386000
GRMZM2G475884	Zm00001eb386010
GRMZM2G051135	Zm00001eb386040
GRMZM2G155868	Zm00001eb386050
GRMZM2G026143	Zm00001eb386080
GRMZM2G337633	
AC234524.1_FG005	Zm00001eb386120
GRMZM2G005798	Zm00001eb386130
GRMZM2G095441	Zm00001eb386140
GRMZM2G095206	Zm00001eb386150
GRMZM2G009995	Zm00001eb386180
GRMZM2G310362	Zm00001eb386170
GRMZM2G019586	Zm00001eb386190
GRMZM2G019872	Zm00001eb386200
GRMZM2G101004	Zm00001eb386220
GRMZM2G099642	Zm00001eb386210
GRMZM2G157936	Zm00001eb386230
GRMZM2G069169	Zm00001eb386240
GRMZM2G058336	Zm00001eb386260
GRMZM2G442551	Zm00001eb386300
GRMZM2G342738	Zm00001eb386320
GRMZM2G097995	Zm00001eb386330
GRMZM5G862017	Zm00001eb386340
GRMZM2G171616	Zm00001eb386390
GRMZM2G171507	Zm00001eb386410
GRMZM2G102720	Zm00001eb386430
GRMZM2G056093	Zm00001eb386480
GRMZM5G839512	Zm00001eb386510
GRMZM2G042870	Zm00001eb386520
GRMZM2G015040	Zm00001eb386530
GRMZM2G076526	Zm00001eb386540
GRMZM2G074037	Zm00001eb386560
GRMZM2G372877	Zm00001eb386570
GRMZM2G344499	"Zm00001eb386610,Zm00001eb386620"
GRMZM2G044805	Zm00001eb386640
GRMZM2G345544	Zm00001eb386670
GRMZM2G136559	Zm00001eb386680
GRMZM2G173358	Zm00001eb386720
GRMZM2G131309	Zm00001eb386740
GRMZM2G431524	Zm00001eb386750
GRMZM2G050912	Zm00001eb386770
GRMZM2G055243	Zm00001eb386830
GRMZM2G326472	Zm00001eb386840
GRMZM2G069630	Zm00001eb386850
GRMZM2G048919	Zm00001eb386910
GRMZM2G087712	Zm00001eb386980
GRMZM2G170927	Zm00001eb387010
GRMZM2G105167	Zm00001eb387020
AC211394.4_FG004	Zm00001eb387030
GRMZM2G040689	Zm00001eb387070
GRMZM2G117935	Zm00001eb387090
GRMZM2G093065	Zm00001eb387110
GRMZM2G110388	Zm00001eb387160
GRMZM2G063139	Zm00001eb387170
GRMZM2G446652	Zm00001eb387190
GRMZM2G140082	Zm00001eb387270
GRMZM2G160730	Zm00001eb387280
GRMZM2G704277	Zm00001eb387300
GRMZM2G141256	Zm00001eb387330
GRMZM2G012342	Zm00001eb387350
GRMZM5G803308	Zm00001eb387370
GRMZM2G092146	Zm00001eb387390
AC217889.3_FG002	Zm00001eb387400
GRMZM2G329584	Zm00001eb387410
GRMZM2G028413	Zm00001eb387430
GRMZM2G028604	Zm00001eb387440
GRMZM2G301909	Zm00001eb387450
GRMZM2G065641	
GRMZM2G104866	Zm00001eb387490
GRMZM2G104347	Zm00001eb387500
GRMZM2G147856	Zm00001eb387510
GRMZM2G071573	Zm00001eb387520
GRMZM2G101693	Zm00001eb387530
GRMZM2G375999	Zm00001eb387540
GRMZM2G003718	Zm00001eb387560
GRMZM2G177659	Zm00001eb387570
GRMZM2G154209	Zm00001eb387610
GRMZM2G407631	Zm00001eb387600
GRMZM2G168690	Zm00001eb387590
AC233863.1_FG001	Zm00001eb387640
AC233863.1_FG002	Zm00001eb387670
GRMZM2G398062	Zm00001eb387680
GRMZM2G443728	Zm00001eb387750
GRMZM2G144142	Zm00001eb387760
GRMZM2G443715	Zm00001eb387770
GRMZM2G036921	Zm00001eb387780
GRMZM2G179941	Zm00001eb387800
GRMZM2G442489	Zm00001eb387810
GRMZM2G354190	Zm00001eb387820
GRMZM2G121621	Zm00001eb387850
GRMZM2G328578	Zm00001eb387880
GRMZM2G029345	Zm00001eb387890
GRMZM2G033480	Zm00001eb387910
GRMZM2G583751	
GRMZM2G166833	Zm00001eb388000
GRMZM2G166837	Zm00001eb388010
GRMZM2G092493	Zm00001eb388030
GRMZM2G092586	Zm00001eb388040
GRMZM2G025812	Zm00001eb388050
GRMZM5G883993	Zm00001eb388060
GRMZM2G704285	Zm00001eb388070
AC219190.3_FG002	Zm00001eb388080
GRMZM2G122447	Zm00001eb388100
GRMZM2G122476	Zm00001eb388110
GRMZM2G305238	Zm00001eb388150
GRMZM2G151689	Zm00001eb388180
GRMZM2G180863	Zm00001eb388190
GRMZM2G041022	Zm00001eb388200
GRMZM2G041068	Zm00001eb388210
GRMZM2G037485	Zm00001eb388220
AC211933.4_FG001	Zm00001eb388230
GRMZM2G108103	Zm00001eb388240
GRMZM2G108149	Zm00001eb388260
GRMZM2G060290	Zm00001eb388270
GRMZM2G360523	Zm00001eb388280
GRMZM2G013956	Zm00001eb388290
GRMZM2G076617	Zm00001eb388310
GRMZM2G143377	Zm00001eb388320
GRMZM2G000566	Zm00001eb388330
GRMZM2G436344	Zm00001eb388390
GRMZM2G065394	Zm00001eb388430
GRMZM2G416887	Zm00001eb388440
GRMZM2G010884	Zm00001eb388510
GRMZM2G009633	Zm00001eb388490
GRMZM2G010863	Zm00001eb388520
GRMZM2G142735	Zm00001eb388530
GRMZM2G306915	Zm00001eb388560
GRMZM2G006790	Zm00001eb388550
GRMZM2G452896	Zm00001eb388590
GRMZM2G152120	Zm00001eb388600
GRMZM2G152126	Zm00001eb388610
GRMZM2G111711	Zm00001eb388620
GRMZM2G086773	Zm00001eb388660
GRMZM2G108477	Zm00001eb388680
GRMZM2G409104	Zm00001eb388690
GRMZM2G050137	Zm00001eb388750
GRMZM2G108997	Zm00001eb388760
GRMZM2G054093	Zm00001eb388770
GRMZM2G060311	Zm00001eb388800
GRMZM2G115564	Zm00001eb388810
GRMZM5G856434	Zm00001eb388820
GRMZM2G432722	Zm00001eb388840
GRMZM2G111066	Zm00001eb388910
GRMZM2G111082	Zm00001eb388920
GRMZM2G100822	Zm00001eb388950
GRMZM2G029912	Zm00001eb389050
GRMZM2G347931	Zm00001eb389110
GRMZM2G435001	Zm00001eb389070
GRMZM2G031370	Zm00001eb389150
GRMZM2G331015	Zm00001eb389160
GRMZM2G501086	Zm00001eb389170
GRMZM2G384661	Zm00001eb389180
GRMZM2G085218	Zm00001eb389190
GRMZM2G153924	Zm00001eb389230
GRMZM2G397927	Zm00001eb389240
GRMZM2G035417	Zm00001eb379990
GRMZM2G361699	Zm00001eb380040
GRMZM2G074589	Zm00001eb380080
GRMZM5G836827	Zm00001eb389350
GRMZM2G008359	Zm00001eb389330
GRMZM2G172357	Zm00001eb389310
GRMZM2G027835	Zm00001eb389290
GRMZM2G028254	Zm00001eb389280
GRMZM5G807019	Zm00001eb389380
GRMZM2G139082	Zm00001eb389400
GRMZM2G341698	Zm00001eb389410
GRMZM2G055273	Zm00001eb389430
GRMZM2G057616	Zm00001eb389440
GRMZM2G405474	Zm00001eb389480
GRMZM2G098423	Zm00001eb389520
GRMZM2G038783	Zm00001eb389540
GRMZM2G338376	Zm00001eb389550
GRMZM2G090266	Zm00001eb389560
GRMZM2G025579	Zm00001eb389570
GRMZM5G810510	
GRMZM2G350687	
GRMZM2G074320	Zm00001eb389600
GRMZM2G103900	Zm00001eb389630
GRMZM2G103897	Zm00001eb389640
GRMZM2G103805	Zm00001eb389650
GRMZM2G029407	Zm00001eb389670
GRMZM2G095333	Zm00001eb389700
GRMZM2G095302	Zm00001eb389710
GRMZM2G095287	Zm00001eb389720
GRMZM2G115660	Zm00001eb389750
GRMZM2G383093	Zm00001eb389760
GRMZM2G081671	Zm00001eb389770
GRMZM2G151734	Zm00001eb389800
GRMZM2G313162	Zm00001eb389990
GRMZM2G156648	Zm00001eb389980
GRMZM2G170148	Zm00001eb389960
GRMZM2G110646	Zm00001eb389940
GRMZM2G308884	Zm00001eb389920
GRMZM2G009724	Zm00001eb389910
GRMZM2G451746	Zm00001eb389890
GRMZM2G124421	Zm00001eb389900
GRMZM2G333049	Zm00001eb389870
GRMZM2G174444	Zm00001eb389850
GRMZM2G017739	Zm00001eb390220
GRMZM2G017685	Zm00001eb390240
GRMZM5G856681	Zm00001eb390260
AC206273.3_FG004	Zm00001eb390300
GRMZM2G049288	Zm00001eb390320
GRMZM2G049229	Zm00001eb390330
AC216730.2_FG005	Zm00001eb390380
GRMZM2G447056	Zm00001eb390390
AC234158.1_FG005	Zm00001eb390440
AC226736.2_FG002	
GRMZM2G134731	Zm00001eb390480
GRMZM2G134844	Zm00001eb390490
AC225193.3_FG003	Zm00001eb390500
AC225193.3_FG004	Zm00001eb390520
GRMZM2G099337	Zm00001eb390530
GRMZM2G054634	Zm00001eb390580
GRMZM2G144730	Zm00001eb390590
GRMZM2G144841	Zm00001eb390630
GRMZM2G138429	Zm00001eb390640
AC203571.3_FG001	Zm00001eb390650
GRMZM2G116327	Zm00001eb390680
GRMZM2G116452	Zm00001eb390690
GRMZM2G110988	Zm00001eb390750
GRMZM2G103169	Zm00001eb390710
GRMZM2G035749	Zm00001eb390820
GRMZM2G035928	Zm00001eb390830
GRMZM2G148216	Zm00001eb390860
GRMZM2G015324	Zm00001eb390900
GRMZM2G125513	Zm00001eb390970
GRMZM2G040991	Zm00001eb391020
GRMZM2G041125	Zm00001eb391030
GRMZM2G025133	Zm00001eb391040
GRMZM2G119079	Zm00001eb391070
GRMZM2G119146	Zm00001eb391060
GRMZM2G069807	Zm00001eb391080
GRMZM2G076852	Zm00001eb391120
GRMZM2G034110	Zm00001eb391130
GRMZM2G034061	Zm00001eb391140
GRMZM2G048854	Zm00001eb391160
GRMZM2G169200	Zm00001eb391170
GRMZM5G818887	Zm00001eb391210
GRMZM2G004483	Zm00001eb391230
GRMZM2G004516	Zm00001eb391240
GRMZM2G101058	Zm00001eb391280
GRMZM2G316827	Zm00001eb391310
GRMZM2G013671	Zm00001eb391350
GRMZM2G082520	Zm00001eb391360
GRMZM2G059785	Zm00001eb391400
GRMZM2G073260	Zm00001eb391410
GRMZM2G094990	Zm00001eb391450
GRMZM2G315786	Zm00001eb391460
AC191253.3_FG004	Zm00001eb391470
GRMZM2G152214	Zm00001eb391490
GRMZM2G026889	Zm00001eb391530
GRMZM2G409265	Zm00001eb391540
GRMZM2G108668	Zm00001eb391550
GRMZM2G108619	Zm00001eb391570
GRMZM2G409245	Zm00001eb391580
GRMZM2G178546	Zm00001eb391600
GRMZM2G477685	Zm00001eb391690
GRMZM2G477697	Zm00001eb391670
AC234161.1_FG010	Zm00001eb391700
GRMZM2G117956	Zm00001eb391720
GRMZM2G118022	Zm00001eb391740
GRMZM5G861756	Zm00001eb391770
GRMZM2G009070	Zm00001eb391750
GRMZM2G072886	Zm00001eb391800
GRMZM2G020852	Zm00001eb391840
GRMZM2G146551	Zm00001eb391870
GRMZM2G181202	Zm00001eb391880
GRMZM2G428579	Zm00001eb391890
GRMZM2G128577	Zm00001eb391900
GRMZM2G128590	Zm00001eb391910
GRMZM2G114033	Zm00001eb392010
GRMZM2G113873	Zm00001eb392050
GRMZM2G028921	Zm00001eb392150
GRMZM2G098079	Zm00001eb392220
GRMZM2G098179	Zm00001eb392230
GRMZM2G052654	Zm00001eb392280
GRMZM5G832108	Zm00001eb392290
GRMZM2G151387	Zm00001eb392330
GRMZM2G106172	Zm00001eb392340
GRMZM2G013934	Zm00001eb392350
GRMZM2G035531	Zm00001eb392380
GRMZM2G093096	Zm00001eb392400
GRMZM2G000209	Zm00001eb392430
GRMZM2G000219	Zm00001eb392420
GRMZM2G320206	Zm00001eb392460
GRMZM2G337548	Zm00001eb392470
GRMZM2G092910	Zm00001eb392490
GRMZM2G019029	Zm00001eb392550
GRMZM2G136495	Zm00001eb392650
GRMZM2G136538	Zm00001eb392660
AC188757.4_FG004	"Zm00001eb392670,Zm00001eb373360"
GRMZM2G004222	Zm00001eb392680
GRMZM2G150213	Zm00001eb392700
GRMZM2G150242	Zm00001eb392710
GRMZM2G053004	Zm00001eb392740
GRMZM2G704381	Zm00001eb392810
AC217887.3_FG001	Zm00001eb392820
AC217887.3_FG003	Zm00001eb392800
GRMZM2G077495	Zm00001eb392830
GRMZM2G314769	Zm00001eb392870
GRMZM2G152908	Zm00001eb392880
GRMZM2G044180	Zm00001eb392900
GRMZM2G125813	Zm00001eb392910
GRMZM2G007252	Zm00001eb392940
GRMZM2G007103	Zm00001eb392950
GRMZM2G308735	Zm00001eb392960
GRMZM2G114312	Zm00001eb392970
GRMZM2G359304	Zm00001eb392980
GRMZM2G359314	Zm00001eb392990
GRMZM2G057865	Zm00001eb393010
GRMZM2G435049	Zm00001eb393050
GRMZM2G078890	Zm00001eb393040
GRMZM2G109286	Zm00001eb393060
GRMZM2G168392	Zm00001eb393110
GRMZM2G138987	Zm00001eb393140
GRMZM2G053831	Zm00001eb393150
GRMZM5G842555	Zm00001eb393190
GRMZM2G127853	Zm00001eb393180
GRMZM2G372952	Zm00001eb393210
GRMZM2G078924	Zm00001eb393240
GRMZM2G162949	Zm00001eb393270
GRMZM2G075104	Zm00001eb393280
GRMZM2G372632	Zm00001eb393290
GRMZM2G171428	Zm00001eb393300
GRMZM2G163774	Zm00001eb393360
GRMZM2G359033	Zm00001eb393430
GRMZM5G897980	Zm00001eb393420
GRMZM2G371030	
GRMZM2G105092	Zm00001eb393460
GRMZM2G089977	Zm00001eb393470
GRMZM2G097524	Zm00001eb393480
GRMZM2G113860	Zm00001eb393490
GRMZM2G113866	Zm00001eb393500
GRMZM2G114820	Zm00001eb393510
GRMZM2G137816	Zm00001eb393560
GRMZM2G065696	Zm00001eb393630
GRMZM2G127029	Zm00001eb393650
GRMZM2G163398	Zm00001eb393660
GRMZM2G149273	Zm00001eb393680
GRMZM2G142999	Zm00001eb393690
GRMZM2G174286	Zm00001eb393720
GRMZM2G131221	Zm00001eb393730
GRMZM2G462537	
GRMZM2G009359	Zm00001eb393820
GRMZM2G128301	Zm00001eb393830
GRMZM2G170843	Zm00001eb393840
GRMZM2G591258	
GRMZM2G309655	Zm00001eb393860
GRMZM2G123709	Zm00001eb393900
GRMZM2G108272	Zm00001eb393910
GRMZM2G108309	Zm00001eb393920
GRMZM2G127340	Zm00001eb393940
GRMZM2G011520	Zm00001eb394010
GRMZM2G310321	Zm00001eb394030
GRMZM2G012012	Zm00001eb394040
GRMZM5G806784	Zm00001eb394080
GRMZM2G159956	Zm00001eb394100
GRMZM2G072573	Zm00001eb394120
GRMZM2G446363	Zm00001eb394130
GRMZM2G148969	Zm00001eb394140
GRMZM2G313529	Zm00001eb394170
GRMZM2G030458	Zm00001eb394180
GRMZM2G030139	Zm00001eb394190
GRMZM2G105523	Zm00001eb394200
GRMZM2G117796	Zm00001eb394250
GRMZM2G178663	Zm00001eb394260
GRMZM2G178650	Zm00001eb394270
GRMZM2G178645	Zm00001eb394280
GRMZM2G147373	Zm00001eb394290
GRMZM2G108265	Zm00001eb394300
GRMZM2G108384	Zm00001eb394310
GRMZM2G011151	Zm00001eb394330
GRMZM2G157683	Zm00001eb394340
GRMZM2G157729	Zm00001eb394360
GRMZM2G157743	Zm00001eb394370
GRMZM2G157749	Zm00001eb394380
GRMZM2G157760	Zm00001eb394390
GRMZM2G329144	Zm00001eb394400
GRMZM2G167336	Zm00001eb394430
GRMZM2G033352	Zm00001eb394470
GRMZM2G335604	Zm00001eb394490
GRMZM2G170890	Zm00001eb394510
GRMZM2G170870	Zm00001eb394520
GRMZM2G095104	Zm00001eb394570
GRMZM2G095115	Zm00001eb394550
GRMZM2G017460	Zm00001eb394590
GRMZM2G110233	Zm00001eb394640
GRMZM2G150834	Zm00001eb394650
GRMZM2G465333	Zm00001eb394670
GRMZM2G058470	Zm00001eb394690
GRMZM2G058522	Zm00001eb394700
GRMZM2G084347	Zm00001eb394760
GRMZM2G099609	Zm00001eb394800
GRMZM2G002309	Zm00001eb394820
GRMZM2G428933	Zm00001eb394830
GRMZM2G121360	Zm00001eb394840
GRMZM2G080409	
GRMZM2G080423	Zm00001eb394860
GRMZM2G015542	Zm00001eb394890
GRMZM2G078238	Zm00001eb394910
GRMZM2G436092	Zm00001eb394920
GRMZM2G134064	Zm00001eb394930
GRMZM2G134107	Zm00001eb394940
GRMZM2G043295	Zm00001eb394980
GRMZM2G043338	Zm00001eb394970
GRMZM2G043724	Zm00001eb394960
GRMZM2G043955	Zm00001eb394950
GRMZM2G025370	Zm00001eb394990
GRMZM2G055827	Zm00001eb395020
GRMZM2G124567	Zm00001eb395050
GRMZM2G015280	Zm00001eb395060
GRMZM2G026376	
GRMZM2G023992	Zm00001eb395080
GRMZM2G012970	Zm00001eb395070
GRMZM2G369242	Zm00001eb395110
GRMZM2G005869	Zm00001eb395220
GRMZM2G005984	Zm00001eb395230
GRMZM2G006080	Zm00001eb395240
GRMZM2G006178	Zm00001eb395250
GRMZM2G309327	Zm00001eb395260
GRMZM2G108655	Zm00001eb395270
GRMZM2G045467	Zm00001eb395280
GRMZM2G099101	Zm00001eb395290
GRMZM2G086614	Zm00001eb395300
AC202069.3_FG002	Zm00001eb395340
GRMZM2G102657	Zm00001eb395350
GRMZM2G159500	Zm00001eb395380
GRMZM2G102382	Zm00001eb395390
GRMZM2G162481	Zm00001eb395430
GRMZM2G402341	Zm00001eb395410
GRMZM2G027120	Zm00001eb395440
GRMZM2G022398	Zm00001eb395470
GRMZM2G043983	Zm00001eb395490
GRMZM2G317267	Zm00001eb015270
GRMZM2G317262	Zm00001eb395530
GRMZM2G134279	Zm00001eb395580
GRMZM5G862107	Zm00001eb395590
GRMZM2G131785	Zm00001eb395610
GRMZM2G326783	Zm00001eb395650
GRMZM2G129815	Zm00001eb395660
GRMZM2G064725	Zm00001eb395720
GRMZM2G020676	Zm00001eb395770
GRMZM2G020721	Zm00001eb395780
GRMZM2G359064	Zm00001eb395800
GRMZM2G359070	Zm00001eb395810
GRMZM2G024293	Zm00001eb395880
GRMZM2G051896	Zm00001eb395840
GRMZM2G033846	Zm00001eb395970
GRMZM2G024996	Zm00001eb395990
GRMZM2G172099	Zm00001eb395980
GRMZM2G586702	
GRMZM2G090869	Zm00001eb396040
GRMZM2G121456	Zm00001eb396050
GRMZM2G121303	Zm00001eb396060
AC233955.1_FG009	Zm00001eb396090
AC233955.1_FG008	Zm00001eb396100
GRMZM2G080501	Zm00001eb396140
GRMZM2G066734	Zm00001eb396160
GRMZM2G164283	Zm00001eb396190
GRMZM2G465213	Zm00001eb396200
GRMZM2G034956	Zm00001eb396280
GRMZM2G034791	Zm00001eb396290
GRMZM2G031637	Zm00001eb396300
GRMZM2G152417	Zm00001eb396330
GRMZM2G123987	Zm00001eb396350
GRMZM2G700002	
GRMZM2G022686	Zm00001eb396390
GRMZM2G022611	Zm00001eb396400
GRMZM2G115825	Zm00001eb396410
GRMZM2G003738	Zm00001eb396420
GRMZM5G896604	Zm00001eb396430
GRMZM2G006341	Zm00001eb396450
GRMZM2G006714	Zm00001eb396470
GRMZM5G830983	Zm00001eb396490
GRMZM2G134476	Zm00001eb396520
GRMZM2G134471	Zm00001eb396530
GRMZM2G134424	Zm00001eb396540
GRMZM2G115762	Zm00001eb396610
GRMZM2G148930	Zm00001eb396640
GRMZM2G308351	Zm00001eb396660
GRMZM2G007514	Zm00001eb396680
GRMZM2G007475	Zm00001eb396690
GRMZM2G057959	Zm00001eb396710
GRMZM2G053639	Zm00001eb396720
GRMZM2G053652	Zm00001eb396730
GRMZM2G053908	Zm00001eb396750
GRMZM2G083190	Zm00001eb396810
GRMZM2G083222	Zm00001eb396820
AC206223.3_FG006	Zm00001eb396880
AC206223.3_FG007	Zm00001eb396910
AC206223.3_FG008	Zm00001eb396900
AC206223.3_FG010	Zm00001eb396890
AC206223.3_FG001	Zm00001eb396920
GRMZM2G078933	Zm00001eb396950
GRMZM2G465287	Zm00001eb396970
GRMZM2G047894	Zm00001eb397020
GRMZM2G078469	Zm00001eb397000
GRMZM2G128971	Zm00001eb397050
GRMZM2G117246	Zm00001eb397060
GRMZM2G117207	Zm00001eb397070
GRMZM2G154316	Zm00001eb397080
GRMZM2G118979	Zm00001eb397100
GRMZM2G145568	Zm00001eb397130
GRMZM2G145562	Zm00001eb397140
GRMZM2G145451	Zm00001eb397170
GRMZM2G353652	
GRMZM2G030097	Zm00001eb397220
GRMZM2G124313	Zm00001eb397260
GRMZM2G011071	Zm00001eb397270
GRMZM2G162486	Zm00001eb397280
GRMZM2G162467	Zm00001eb397290
GRMZM2G162460	Zm00001eb397300
GRMZM2G162451	Zm00001eb397310
GRMZM2G162426	Zm00001eb397320
GRMZM2G462422	Zm00001eb397330
GRMZM2G020953	Zm00001eb397340
GRMZM2G020982	Zm00001eb397350
GRMZM2G347717	Zm00001eb397360
GRMZM2G049318	Zm00001eb397370
GRMZM2G049322	Zm00001eb397390
GRMZM2G049340	Zm00001eb397400
GRMZM5G891159	Zm00001eb397430
AC233939.1_FG003	Zm00001eb397440
GRMZM2G021202	Zm00001eb397450
GRMZM2G036060	Zm00001eb397470
GRMZM5G825759	Zm00001eb397520
GRMZM2G305027	Zm00001eb397510
GRMZM2G112251	Zm00001eb397490
GRMZM5G881054	Zm00001eb397480
GRMZM2G412075	Zm00001eb397530
GRMZM2G166780	Zm00001eb397560
GRMZM2G166767	Zm00001eb397570
GRMZM2G165357	Zm00001eb397580
GRMZM2G161293	Zm00001eb397620
GRMZM2G366532	Zm00001eb397600
GRMZM2G402015	Zm00001eb397640
GRMZM2G103490	Zm00001eb397650
GRMZM2G103465	Zm00001eb397660
GRMZM2G114126	Zm00001eb397710
GRMZM2G151992	Zm00001eb397730
GRMZM2G098784	Zm00001eb397720
GRMZM2G045084	Zm00001eb397770
GRMZM2G045102	Zm00001eb397780
GRMZM2G103595	Zm00001eb397750
GRMZM2G145313	Zm00001eb397810
GRMZM2G089803	Zm00001eb397820
GRMZM2G164136	Zm00001eb397870
GRMZM2G164160	Zm00001eb397860
GRMZM2G053199	Zm00001eb397880
GRMZM2G151893	Zm00001eb397910
GRMZM2G151934	Zm00001eb397900
GRMZM2G179329	Zm00001eb397930
GRMZM2G479260	Zm00001eb397940
GRMZM2G479243	Zm00001eb397950
GRMZM2G123107	Zm00001eb397970
GRMZM2G083367	Zm00001eb398010
GRMZM2G438722	Zm00001eb398060
GRMZM2G141596	Zm00001eb398070
GRMZM2G307906	Zm00001eb398100
GRMZM2G007406	Zm00001eb398110
GRMZM2G119627	Zm00001eb398120
GRMZM5G805540	Zm00001eb398130
GRMZM2G065210	Zm00001eb398140
GRMZM2G180539	
GRMZM2G180555	Zm00001eb398160
GRMZM2G180558	Zm00001eb398170
GRMZM2G180559	Zm00001eb398180
GRMZM2G146313	Zm00001eb398210
GRMZM2G446234	Zm00001eb398220
GRMZM2G031447	Zm00001eb398250
GRMZM2G031394	Zm00001eb398280
GRMZM2G068613	Zm00001eb398300
GRMZM2G068647	Zm00001eb398290
GRMZM2G177599	Zm00001eb398330
GRMZM2G317871	Zm00001eb398360
GRMZM2G317895	Zm00001eb398350
GRMZM2G172652	Zm00001eb398460
GRMZM5G882351	Zm00001eb398470
GRMZM2G030839	Zm00001eb398490
GRMZM2G031441	Zm00001eb398500
GRMZM2G144985	Zm00001eb398510
GRMZM2G145085	Zm00001eb398520
GRMZM2G017678	Zm00001eb398580
GRMZM2G101062	Zm00001eb398540
GRMZM2G101001	Zm00001eb398550
GRMZM2G090792	Zm00001eb398600
GRMZM2G090842	Zm00001eb398620
GRMZM2G090868	Zm00001eb398630
GRMZM2G150598	Zm00001eb398660
GRMZM2G150594	Zm00001eb398670
AC205419.3_FG001	Zm00001eb398680
GRMZM2G104610	Zm00001eb398790
GRMZM2G149798	Zm00001eb398840
GRMZM2G147534	Zm00001eb398850
GRMZM2G147671	Zm00001eb398860
GRMZM2G147775	Zm00001eb398870
GRMZM2G081175	Zm00001eb398940
GRMZM2G081458	Zm00001eb398950
GRMZM2G440918	Zm00001eb399020
GRMZM2G140799	Zm00001eb399010
GRMZM2G152319	Zm00001eb399030
GRMZM2G115925	Zm00001eb399040
GRMZM2G159777	Zm00001eb399060
GRMZM2G159824	Zm00001eb399070
GRMZM2G165426	Zm00001eb399110
GRMZM2G039919	Zm00001eb399120
GRMZM2G178279	Zm00001eb399140
GRMZM2G074032	Zm00001eb399180
GRMZM2G164821	Zm00001eb399190
GRMZM2G098875	Zm00001eb399220
GRMZM2G098869	Zm00001eb399230
GRMZM2G098797	Zm00001eb399240
GRMZM2G103113	Zm00001eb399260
GRMZM2G097898	Zm00001eb399280
GRMZM2G478876	Zm00001eb399310
GRMZM2G177914	Zm00001eb399330
GRMZM2G177878	Zm00001eb399340
GRMZM2G105787	Zm00001eb399370
GRMZM2G407119	Zm00001eb399390
GRMZM2G429301	Zm00001eb399400
GRMZM2G021573	Zm00001eb399440
GRMZM2G084859	Zm00001eb399450
GRMZM2G069726	Zm00001eb399460
GRMZM2G152919	Zm00001eb399480
GRMZM2G091742	Zm00001eb399520
GRMZM2G393507	Zm00001eb399530
GRMZM2G091621	Zm00001eb399560
GRMZM2G067426	Zm00001eb399580
GRMZM2G093254	Zm00001eb399680
GRMZM2G057590	Zm00001eb399760
GRMZM2G328268	Zm00001eb399780
GRMZM2G026742	Zm00001eb399800
GRMZM2G126936	Zm00001eb399810
GRMZM2G425683	Zm00001eb399820
AC211178.3_FG004	Zm00001eb399870
GRMZM2G046729	Zm00001eb399890
GRMZM6G310687	Zm00001eb399940
GRMZM5G824920	Zm00001eb399910
GRMZM2G051689	Zm00001eb400000
GRMZM2G045981	Zm00001eb400010
GRMZM2G024571	Zm00001eb400030
GRMZM2G324478	Zm00001eb400040
GRMZM2G324467	Zm00001eb400050
GRMZM2G034575	Zm00001eb400090
GRMZM2G034835	Zm00001eb400080
GRMZM2G143450	Zm00001eb400100
GRMZM2G102218	Zm00001eb400130
GRMZM2G013349	Zm00001eb400160
AC197717.3_FG002	Zm00001eb400170
GRMZM2G086934	Zm00001eb400180
GRMZM2G423331	Zm00001eb400190
GRMZM2G386998	Zm00001eb400210
GRMZM2G321725	Zm00001eb400220
GRMZM5G896916	Zm00001eb400290
GRMZM2G073498	Zm00001eb400310
GRMZM5G800925	Zm00001eb400320
GRMZM2G100473	Zm00001eb400340
GRMZM2G100431	Zm00001eb400350
GRMZM2G113653	Zm00001eb400370
GRMZM2G113506	Zm00001eb400380
GRMZM2G113486	Zm00001eb400390
GRMZM2G113423	Zm00001eb400410
GRMZM2G113295	Zm00001eb400420
GRMZM2G113232	Zm00001eb400460
GRMZM2G113159	Zm00001eb400480
GRMZM2G178294	Zm00001eb400490
GRMZM2G479270	Zm00001eb400500
GRMZM2G178278	Zm00001eb400510
GRMZM2G479245	Zm00001eb400520
GRMZM2G178190	Zm00001eb400560
GRMZM2G130943	Zm00001eb400570
GRMZM2G049398	Zm00001eb400580
GRMZM5G838403	Zm00001eb400590
GRMZM5G863344	Zm00001eb400600
GRMZM2G154149	Zm00001eb400640
GRMZM2G483946	Zm00001eb400660
GRMZM2G075921	Zm00001eb400670
GRMZM2G006721	Zm00001eb400680
GRMZM2G137985	Zm00001eb400750
GRMZM5G895554	Zm00001eb400760
GRMZM5G850567	Zm00001eb400770
GRMZM2G048375	Zm00001eb400780
GRMZM2G048287	Zm00001eb400790
GRMZM2G081729	Zm00001eb400800
GRMZM2G181540	Zm00001eb400840
GRMZM2G181542	Zm00001eb400850
GRMZM2G181566	Zm00001eb400920
GRMZM2G181568	Zm00001eb400930
GRMZM2G078441	Zm00001eb401000
GRMZM2G017831	Zm00001eb401050
GRMZM2G017957	Zm00001eb401060
